,id1,id2,func,type,train
1358,19119522,590962,44,0,0
1358,3596847,13088706,13,4,1
1359,19119522,950313,13,0,0
1359,103828,8972522,44,4,1
1360,13088707,9755674,44,0,0
1361,13088707,4128381,13,0,1
1361,4758170,8972522,44,4,1
1362,13088707,4758170,44,0,1
1363,13088707,3868943,13,0,1
1363,13088706,22181822,13,4,1
1364,13088707,4328782,44,0,1
1365,13088707,8972522,13,0,1
1366,13088707,13839383,44,0,0
1367,13088707,16152856,13,0,1
1368,13088707,531920,44,0,0
1369,13088707,10067403,13,0,1
1370,13088707,136941,44,0,0
1371,13088707,22060129,13,0,1
1372,13088707,103828,44,0,1
1373,13088707,23355904,13,0,1
1374,13088707,23677226,44,0,1
1375,13088707,426940,13,0,0
1376,13088707,590962,44,0,0
1377,13088707,950313,13,0,1
1378,10258420,9755674,44,0,0
1379,10258420,4128381,13,0,1
1380,10258420,4758170,44,0,1
1381,10258420,3868943,13,0,1
1382,10258420,4328782,44,0,1
1382,3868943,8972522,44,4,1
1383,10258420,8972522,13,0,1
1383,4860089,23677141,7,4,1
1384,10258420,13839383,44,0,0
1385,10258420,16152856,13,0,1
1386,10258420,531920,44,0,1
1387,10258420,10067403,13,0,1
1387,4128381,8972522,44,4,1
1388,10258420,136941,44,0,1
1389,10258420,22060129,13,0,0
1390,10258420,103828,44,0,0
1391,10258420,23355904,13,0,1
1392,10258420,23677226,44,0,1
1393,10258420,426940,13,0,1
1394,10258420,590962,44,0,1
1395,10258420,950313,13,0,1
1396,5936119,9755674,44,0,1
1397,5936119,4128381,13,0,1
1398,5936119,4758170,44,0,1
1399,8972522,16152856,44,4,0
1399,5936119,3868943,13,0,1
1400,5936119,4328782,44,0,0
1401,4328782,8972522,44,4,1
1401,5936119,8972522,13,0,1
1402,5936119,13839383,44,0,1
1403,5936119,16152856,13,0,1
1404,5936119,531920,44,0,1
1405,8972522,9755674,44,4,1
1405,5936119,10067403,13,0,1
1406,5936119,136941,44,0,1
1407,5936119,22060129,13,0,1
1408,5936119,103828,44,0,0
1409,5936119,23355904,13,0,1
1410,5936119,23677226,44,0,0
1411,950313,8972522,44,4,1
1411,5936119,426940,13,0,0
1412,5936119,590962,44,0,1
1413,5936119,950313,13,0,1
1414,20328639,9755674,44,0,1
1415,20328639,4128381,13,0,0
1416,20328639,4758170,44,0,0
1417,20328639,3868943,13,0,1
1418,20328639,4328782,44,0,1
1419,20328639,8972522,13,0,1
1420,20328639,13839383,44,0,0
1421,20328639,16152856,13,0,1
1422,20328639,531920,44,0,1
1423,20328639,10067403,13,0,1
1424,20328639,136941,44,0,1
1425,6138230,10258420,13,4,1
1425,20328639,22060129,13,0,0
1426,20328639,103828,44,0,1
1427,2315719,10258420,13,4,1
1427,20328639,23355904,13,0,1
1428,20328639,23677226,44,0,0
1429,20328639,426940,13,0,1
1429,3596848,10258420,13,4,0
1430,20328639,590962,44,0,1
1431,20328639,950313,13,0,1
1432,20328638,9755674,44,0,1
1433,20328638,4128381,13,0,1
1434,8359775,23677140,7,4,1
1434,20328638,4758170,44,0,0
1435,20328638,3868943,13,0,1
1436,20328638,4328782,44,0,1
1436,5936119,10258420,13,4,1
1437,20328638,8972522,13,0,1
1438,20328638,13839383,44,0,1
1438,8972522,13839383,44,4,1
1439,20328638,16152856,13,0,1
1439,10258420,17621069,13,4,1
1440,20328638,531920,44,0,1
1440,13295656,23677140,7,4,0
1441,20328638,10067403,13,0,1
1442,20328638,136941,44,0,1
1443,20328638,22060129,13,0,1
1444,20328638,103828,44,0,1
1445,20328638,23355904,13,0,1
1446,20328638,23677226,44,0,1
1447,20328638,426940,13,0,1
1447,10258420,11205237,13,4,0
1448,20328638,590962,44,0,1
1449,20328638,950313,13,0,1
1450,17510245,9755674,44,0,1
1451,17510245,4128381,13,0,1
1451,10258420,17467511,13,4,1
1452,9883524,10258420,13,4,1
1452,17510245,4758170,44,0,0
1453,17510245,3868943,13,0,0
1454,17510245,4328782,44,0,1
1455,17510245,8972522,13,0,1
1456,10258420,13088707,13,4,1
1456,17510245,13839383,44,0,1
1457,17510245,16152856,13,0,1
1458,17510245,531920,44,0,1
1459,17510245,10067403,13,0,1
1460,17510245,136941,44,0,0
1461,17510245,22060129,13,0,0
1462,17510245,103828,44,0,1
1463,10258420,19076717,13,4,1
1463,17510245,23355904,13,0,1
1464,17510245,23677226,44,0,1
1465,17510245,426940,13,0,0
1466,17510245,590962,44,0,1
1466,3596847,10258420,13,4,1
1467,17510245,950313,13,0,1
1468,1313371,9755674,44,0,1
1469,1313371,4128381,13,0,1
1470,1313371,4758170,44,0,1
1471,8166293,23677140,7,4,1
1471,1313371,3868943,13,0,1
1472,1313371,4328782,44,0,0
1473,1313371,8972522,13,0,1
1474,1313371,13839383,44,0,0
1475,1313371,16152856,13,0,1
1476,1313371,531920,44,0,1
1477,1313371,10067403,13,0,1
1478,1313371,136941,44,0,1
1479,1313371,22060129,13,0,1
1480,1313371,103828,44,0,0
1481,1313371,23355904,13,0,1
1482,6138230,17510245,13,4,1
1482,1313371,23677226,44,0,1
1483,1313371,426940,13,0,1
1484,1313371,590962,44,0,1
1485,1313371,950313,13,0,0
1486,11205237,9755674,44,0,1
1486,6138230,17621069,13,4,1
1487,11205237,4128381,13,0,1
1488,11205237,4758170,44,0,1
1489,11205237,3868943,13,0,1
1490,11205237,4328782,44,0,1
1491,11205237,8972522,13,0,1
1492,11205237,13839383,44,0,0
1493,11205237,16152856,13,0,0
1494,11205237,531920,44,0,1
1495,11205237,10067403,13,0,1
1496,11205237,136941,44,0,1
1497,11205237,22060129,13,0,1
1498,11205237,103828,44,0,1
1499,11205237,23355904,13,0,1
1499,6138230,8533735,13,4,1
1503,6138230,6938966,13,4,1
1505,3596847,6138230,13,4,0
1509,6138230,22181822,13,4,1
1510,1313371,6138230,13,4,1
1512,5172908,6138230,13,4,1
1513,6138230,7848932,13,4,1
1519,17510245,20328640,13,4,1
1524,17621071,20328640,13,4,1
1525,5405559,23677140,7,4,1
1526,20328640,22648484,13,4,1
1526,18378776,23677140,7,4,0
1530,11205237,20328640,13,4,1
1532,120983,23677140,7,4,1
1536,21273060,23677140,7,4,1
1541,8533735,20328640,13,4,1
1547,19654780,20328640,13,4,1
1548,10868405,20328640,13,4,1
1550,13140215,20328640,13,4,1
1551,20328640,22181822,13,4,0
1553,14132423,23677140,7,4,1
1556,5172908,20328640,13,4,1
1558,7670209,20328640,13,4,1
1560,2315719,13912756,13,4,1
1564,2315719,17621071,13,4,1
1568,12646326,23677140,7,4,1
1578,6920765,23677143,7,4,0
1580,2315719,10868405,13,4,1
1592,19654783,20328638,13,4,1
1593,17510245,20328638,13,4,1
1594,9210368,20328638,13,4,1
1598,17621071,20328638,13,4,1
1601,10067403,22060129,44,4,1
1622,13140215,20328638,13,4,1
1624,19654782,20328638,13,4,0
1627,5172908,20328638,13,4,0
1628,7848932,20328638,13,4,0
1629,7670209,20328638,13,4,1
1631,3596848,19654781,13,4,1
1632,136941,10067403,44,4,1
1635,12065181,23677143,7,4,1
1638,12122419,23677143,7,4,1
1638,103828,10067403,44,4,1
1639,3596848,17621069,13,4,1
1640,4758170,10067403,44,4,1
1640,3596848,17621071,13,4,0
1646,3596848,17621073,13,4,0
1647,6972162,23677143,7,4,1
1650,1721214,3596848,13,4,1
1652,3596848,9883524,13,4,1
1661,3868943,10067403,44,4,1
1662,3596848,4490317,13,4,1
1666,4128381,10067403,44,4,1
1674,3596848,3894025,13,4,1
1674,22137813,23677143,7,4,1
1676,3596848,5172908,13,4,1
1677,3596848,7848932,13,4,1
1678,3596848,7670209,13,4,1
1678,10067403,16152856,44,4,0
1680,4328782,10067403,44,4,1
1680,13912756,19654783,13,4,1
1681,13912756,17510245,13,4,0
1683,13912756,20740028,13,4,1
1684,5936119,13912756,13,4,1
1684,9755674,10067403,44,4,1
1685,13912756,16380022,13,4,1
1688,13912756,17621071,13,4,0
1689,13160464,13912756,13,4,1
1690,950313,10067403,44,4,1
1698,1721214,13912756,13,4,1
1705,2451218,13912756,13,4,1
1711,13912756,19076717,13,4,0
1717,10067403,13839383,44,4,1
1719,13912756,22181822,13,4,1
1722,3894025,13912756,13,4,1
1726,7670209,13912756,13,4,1
1727,17510245,19654781,13,4,0
1731,17621069,19654781,13,4,1
1734,19654781,22648484,13,4,1
1737,17621073,19654781,13,4,1
1737,17630910,23677142,7,4,1
1738,21273057,23677142,7,4,1
1740,1721214,19654781,13,4,1
1751,19654781,20328639,13,4,1
1752,3596847,19654781,13,4,1
1753,10868405,19654781,13,4,0
1756,19654781,22181822,13,4,0
1759,5172908,19654781,13,4,1
1760,23089693,23677142,7,4,1
1761,7670209,19654781,13,4,1
1768,13160464,19654783,13,4,1
1768,17630907,23677142,7,4,1
1769,19654783,22648484,13,4,1
1775,1721214,19654783,13,4,1
1781,22326008,23677142,7,4,0
1787,3596847,19654783,13,4,1
1790,13140215,19654783,13,4,1
1793,3894025,19654783,13,4,1
1798,17510245,20740028,13,4,1
1799,5936119,17510245,13,4,1
1803,17510245,22648484,13,4,1
1808,11205237,17510245,13,4,1
1810,136941,22060129,44,4,1
1816,4490317,17510245,13,4,1
1817,4758170,22060129,44,4,0
1818,6938966,17510245,13,4,1
1832,9210368,17621069,13,4,1
1837,9210368,17621073,13,4,1
1838,3868943,22060129,44,4,1
1840,9210368,17467511,13,4,1
1843,4128381,22060129,44,4,0
1843,9210368,13088707,13,4,1
1855,9210368,22181822,13,4,1
1855,16152856,22060129,44,4,1
1857,4328782,22060129,44,4,1
1861,9755674,22060129,44,4,1
1861,5936119,20740028,13,4,1
1864,17621069,20740028,13,4,1
1866,13160464,20740028,13,4,1
1867,950313,22060129,44,4,1
1886,7200130,20740028,13,4,1
1894,13839383,22060129,44,4,1
1901,5172908,20740028,13,4,1
1903,7670209,20740028,13,4,1
1907,5936119,17621071,13,4,1
1908,5936119,13160464,13,4,1
1917,1721214,5936119,13,4,1
1918,103828,136941,44,4,1
1918,5936119,17467511,13,4,1
1920,136941,4758170,44,4,0
1921,5936119,8586224,13,4,1
1924,2451218,5936119,13,4,1
1926,5936119,8533735,13,4,1
1930,5936119,19076717,13,4,1
1932,5936119,20328639,13,4,1
1935,5936119,10868405,13,4,1
1939,5936119,19654782,13,4,0
1940,1313371,5936119,13,4,1
1947,13160464,16380022,13,4,1
1954,16380022,17467511,13,4,0
1959,8533735,16380022,13,4,1
1964,3596847,16380022,13,4,0
1970,136941,3868943,44,4,1
1972,1362,15822137,7,4,1
1975,136941,4128381,44,4,0
1975,5226973,17621071,13,4,1
1976,5226973,13160464,13,4,1
1977,1362,19260977,7,4,1
1984,5226973,17467511,13,4,1
1987,136941,16152856,44,4,1
1989,136941,4328782,44,4,1
1989,5226973,13088707,13,4,1
1990,2451218,5226973,13,4,1
1992,5226973,8533735,13,4,1
1993,136941,9755674,44,4,1
1997,5226973,6938966,13,4,1
1998,5226973,20328639,13,4,1
2004,5226973,22181822,13,4,0
2015,1362,17985016,7,4,0
2016,11205237,17621069,13,4,1
2018,1721214,17621069,13,4,1
2025,1362,11374801,7,4,1
2025,136941,13839383,44,4,1
2027,6938966,17621069,13,4,1
2028,1362,7041871,7,4,1
2034,17621069,19654782,13,4,1
2036,3894025,17621069,13,4,1
2038,7848932,17621069,13,4,1
2040,13160464,17621071,13,4,1
2041,1362,23089693,7,4,1
2041,17621071,22648484,13,4,1
2045,11205237,17621071,13,4,0
2052,13088707,17621071,13,4,0
2055,8533735,17621071,13,4,1
2057,1362,6972162,7,4,1
2063,1362,15757836,7,4,0
2065,13140215,17621071,13,4,1
2070,103828,4758170,44,4,1
2075,1362,10174628,7,4,1
2078,13160464,17621073,13,4,1
2079,11205237,13160464,13,4,1
2082,1721214,13160464,13,4,0
2087,8533735,13160464,13,4,0
2089,4490317,13160464,13,4,1
2101,5172908,13160464,13,4,0
2102,7848932,13160464,13,4,0
2117,103828,3868943,44,4,1
2122,103828,4128381,44,4,1
2129,1721214,22648484,13,4,0
2130,4449697,22088424,7,4,1
2134,103828,16152856,44,4,1
2135,13088707,22648484,13,4,1
2136,103828,4328782,44,4,1
2137,8533735,22648484,13,4,0
2139,7200130,22648484,13,4,1
2140,103828,9755674,44,4,1
2141,19076717,22648484,13,4,1
2143,20328639,22648484,13,4,1
2144,3596847,22648484,13,4,1
2145,19654780,22648484,13,4,1
2146,103828,950313,44,4,0
2149,22181822,22648484,13,4,1
2150,19654782,22648484,13,4,0
2155,7848932,22648484,13,4,1
2156,7670209,22648484,13,4,1
2173,103828,13839383,44,4,0
2178,7436917,13088707,13,4,1
2182,4490317,7436917,13,4,0
2189,7436917,13140215,13,4,0
2191,13696846,22088424,7,4,0
2193,5172908,7436917,13,4,0
2194,7436917,7848932,13,4,1
2195,7436917,7670209,13,4,1
2203,120983,22088424,7,4,1
2212,3868943,4758170,44,4,1
2216,7327761,22088424,7,4,1
2217,4128381,4758170,44,4,1
2220,17630908,22088424,7,4,1
2231,1721214,17621073,13,4,0
2233,4758170,16152856,44,4,1
2235,4328782,4758170,44,4,1
2236,13088707,17621073,13,4,1
2239,4758170,9755674,44,4,1
2242,17621073,19076717,13,4,1
2244,17621073,20328639,13,4,1
2244,2086683,15822137,7,4,1
2245,950313,4758170,44,4,1
2247,10868405,17621073,13,4,1
2262,9883524,11205237,13,4,1
2264,521113,15822137,7,4,1
2272,4758170,13839383,44,4,1
2272,11205237,19076717,13,4,1
2273,6938966,11205237,13,4,1
2274,11205237,20328639,13,4,1
2278,3596849,11205237,13,4,1
2281,11205237,19654782,13,4,0
2283,11939522,15822137,7,4,1
2284,15822137,17630910,7,4,1
2285,5172908,11205237,13,4,1
2287,7670209,11205237,13,4,1
2298,9225969,15822137,7,4,1
2318,1721214,7839341,13,4,0
2319,7839341,9883524,13,4,1
2322,7839341,8533735,13,4,1
2324,4490317,7839341,13,4,1
2331,7839341,22181822,13,4,0
2332,1313371,7839341,13,4,1
2335,7839341,7848932,13,4,0
2338,1721214,9883524,13,4,1
2342,1721214,13088707,13,4,1
2343,15822137,16064530,7,4,1
2345,1721214,8533735,13,4,1
2348,1721214,4490317,13,4,1
2350,1721214,6938966,13,4,1
2351,1721214,20328639,13,4,0
2352,1721214,3596847,13,4,1
2353,1721214,19654780,13,4,1
2359,1313371,1721214,13,4,0
2362,1721214,5172908,13,4,0
2374,17467511,20328639,13,4,1
2375,3596847,17467511,13,4,1
2379,17467511,22181822,13,4,1
2384,7848932,17467511,13,4,1
2389,9883524,13088707,13,4,1
2392,8533735,9883524,13,4,1
2411,7670209,9883524,13,4,1
2435,8586224,19076717,13,4,0
2440,3596849,8586224,13,4,1
2441,8586224,13140215,13,4,1
2442,8586224,22181822,13,4,1
2444,3894025,8586224,13,4,0
2445,5172908,8586224,13,4,1
2475,13088707,19076717,13,4,1
2476,6938966,13088707,13,4,1
2477,13088707,20328639,13,4,1
2478,3596847,13088707,13,4,1
2487,7848932,13088707,13,4,1
2490,2451218,8533735,13,4,1
2515,3868943,4128381,44,4,1
2527,3868943,16152856,44,4,0
2528,1668091,15287811,7,4,1
2529,8533735,19076717,13,4,1
2529,3868943,4328782,44,4,1
2532,1668091,5682569,7,4,1
2533,3868943,9755674,44,4,1
2533,1668091,21273054,7,4,0
2534,3596849,8533735,13,4,0
2536,1668091,21273058,7,4,0
2537,1668091,9221721,7,4,1
2537,1313371,8533735,13,4,0
2539,950313,3868943,44,4,0
2548,1668091,3673682,7,4,0
2559,4490317,7200130,13,4,1
2560,7200130,19076717,13,4,1
2561,1668091,17630910,7,4,1
2562,3596847,7200130,13,4,1
2563,7200130,10868405,13,4,1
2566,3868943,13839383,44,4,1
2572,4490317,19076717,13,4,1
2574,4490317,20328639,13,4,0
2575,3596847,4490317,13,4,1
2578,3596849,4490317,13,4,1
2580,4490317,22181822,13,4,1
2586,4490317,7848932,13,4,0
2589,19076717,20328639,13,4,1
2590,3596847,19076717,13,4,1
2590,1668091,13799349,7,4,1
2597,1668091,13696846,7,4,1
2600,4128381,16152856,44,4,0
2602,4128381,4328782,44,4,0
2604,3596847,6938966,13,4,1
2606,4128381,9755674,44,4,0
2610,6938966,19654782,13,4,1
2617,1668091,10174628,7,4,1
2619,1668091,21273051,7,4,0
2619,13140215,20328639,13,4,1
2620,20328639,22181822,13,4,1
2623,3894025,20328639,13,4,1
2626,7848932,20328639,13,4,1
2629,3596847,10868405,13,4,1
2631,950313,4128381,44,4,1
2641,3596849,19654780,13,4,1
2643,19654780,22181822,13,4,1
2645,3894025,19654780,13,4,1
2649,12561704,21273058,7,4,1
2650,10868405,13140215,13,4,1
2652,10868405,19654782,13,4,1
2658,4128381,13839383,44,4,1
2661,3596849,19654782,13,4,1
2662,1313371,3596849,13,4,1
2663,3596849,3894025,13,4,1
2665,3596849,5172908,13,4,1
2668,12561704,19972831,7,4,1
2671,3894025,13140215,13,4,0
2675,7670209,13140215,13,4,1
2679,5172908,22181822,13,4,0
2681,7670209,22181822,13,4,0
2687,1313371,3894025,13,4,1
2690,1313371,7848932,13,4,1
2691,878123,12561704,7,4,1
2699,5172908,7848932,13,4,1
2732,4328782,16152856,44,4,0
2736,9755674,16152856,44,4,1
2742,950313,16152856,44,4,1
2769,13839383,16152856,44,4,1
2769,12747342,19972831,7,4,1
2770,8166293,12747342,7,4,1
2775,12747342,21273053,7,4,0
2787,4328782,9755674,44,4,0
2788,950313,4328782,44,4,1
2789,4328782,13839383,44,4,0
2796,950313,9755674,44,4,1
2834,12747342,22486940,7,4,1
2836,7327761,12747342,7,4,1
2898,950313,13839383,44,4,0
2902,15069644,21273053,7,4,1
2919,15069644,17583188,7,4,1
2930,15069644,23089693,7,4,0
2947,15069644,22026286,7,4,0
2972,10174628,15069644,7,4,1
2975,15069644,21273051,7,4,1
2982,15069644,17630908,7,4,1
3000,12646326,15069644,7,4,1
3017,9385633,14632238,7,4,1
3019,9385633,12176858,7,4,0
3027,4449697,9385633,7,4,1
3041,6016307,9385633,7,4,0
3127,2086684,9385633,7,4,1
3154,8359775,17630909,7,4,1
3196,4272289,8359775,7,4,0
3231,8359775,22026286,7,4,1
3245,120983,8359775,7,4,1
3292,9221721,19260977,7,4,1
3294,14632238,19260977,7,4,1
3317,7635628,19260977,7,4,0
3327,529986,19260977,7,4,1
3330,15195064,19260977,7,4,1
3388,14132423,19260977,7,4,1
3406,2086683,17630905,7,4,1
3408,5682569,17630905,7,4,1
3422,17583193,17630905,7,4,1
3448,4272289,17630905,7,4,1
3458,17630905,22307690,7,4,1
3545,15287811,20680657,7,4,1
3559,15287811,17630906,7,4,1
3579,477320,15287811,7,4,0
3583,15287811,17583188,7,4,1
3590,3338750,15287811,7,4,1
3641,2086684,15287811,7,4,1
3701,6920765,21779336,7,4,1
3707,6920765,7041871,7,4,1
3784,6920765,6963063,7,4,1
3797,2086683,14132422,7,4,1
3800,2086683,9221721,7,4,1
3802,2086683,14632238,7,4,1
3811,2067794,2086683,7,4,1
3839,2086683,11374801,7,4,1
3843,477320,2086683,7,4,1
3863,2086683,22486941,7,4,1
3878,2086683,22326008,7,4,1
3895,2086683,16064530,7,4,1
3902,2086683,11892804,7,4,1
3963,13295656,17630910,7,4,0
3977,13295656,17583188,7,4,1
3998,13295656,21273052,7,4,1
4000,13295656,22026286,7,4,0
4024,13295656,22486940,7,4,0
4025,13295656,21273051,7,4,1
4070,5682569,15568623,7,4,1
4078,5682569,6016307,7,4,1
4084,5682569,17630910,7,4,1
4109,5682569,12122419,7,4,0
4117,5682569,16123665,7,4,1
4136,5682569,22486940,7,4,1
4196,4272289,21273054,7,4,1
4208,21273054,22307690,7,4,1
4220,21273054,22486941,7,4,1
4232,13696846,21273054,7,4,1
4234,6925921,21273054,7,4,1
4266,13243880,21273054,7,4,1
4267,16375558,21273054,7,4,0
4280,3197876,14132422,7,4,0
4283,3197876,9221721,7,4,0
4300,3197876,15568623,7,4,1
4391,3197876,10598170,7,4,1
4422,14132422,20680657,7,4,1
4423,14132422,17583193,7,4,1
4427,521113,14132422,7,4,0
4438,14132422,19972831,7,4,1
4481,6972162,14132422,7,4,1
4488,14132422,15757836,7,4,0
4533,11261440,17630909,7,4,1
4536,17630909,20680657,7,4,1
4619,10174628,17630909,7,4,1
4635,8786313,17630909,7,4,1
4650,12176858,21273058,7,4,1
4652,5127007,21273058,7,4,1
4661,12483251,21273058,7,4,1
4682,21273058,21779336,7,4,1
4696,21273058,22307690,7,4,1
4710,8794510,21273058,7,4,1
4735,21273058,22888751,7,4,1
4773,5127007,9221721,7,4,1
4796,9221721,17985016,7,4,1
4800,9221721,17630910,7,4,1
4825,9221721,23089693,7,4,1
4832,9221721,12122419,7,4,1
4847,6925921,9221721,7,4,1
4848,9221721,10606028,7,4,0
4868,8359774,9221721,7,4,1
4878,9221721,14132423,7,4,1
4896,9221721,20660203,7,4,1
5054,4272289,14632238,7,4,1
5065,9066291,14632238,7,4,1
5073,878123,14632238,7,4,1
5089,14632238,22026286,7,4,1
5099,14632238,15757836,7,4,0
5103,1363,14632238,7,4,1
5115,8359774,14632238,7,4,1
5117,14632238,21273051,7,4,1
5118,11892804,14632238,7,4,1
5171,9075137,22135738,7,4,1
5172,9075137,11939522,7,4,1
5208,9075137,21100204,7,4,1
5212,9075137,21273052,7,4,0
5230,120983,9075137,7,4,1
5235,9075137,22888751,7,4,1
5262,8227164,9075137,7,4,1
5265,8054454,9075137,7,4,1
5270,11261440,12176858,7,4,1
5278,521113,12176858,7,4,1
5290,8166293,12176858,7,4,1
5302,529986,12176858,7,4,1
5317,12176858,22307690,7,4,1
5329,12176858,22486941,7,4,1
5367,12176858,21273051,7,4,1
5379,11371499,12176858,7,4,1
5389,8054454,12176858,7,4,1
5417,11261440,17985016,7,4,1
5448,11261440,15609432,7,4,1
5471,11261440,18378776,7,4,1
5500,11261440,21273059,7,4,1
5502,11261440,22137813,7,4,1
5509,6963063,11261440,7,4,1
5522,4449697,5127007,7,4,1
5551,5127007,22307690,7,4,1
5564,5127007,8794510,7,4,1
5732,12483251,20680657,7,4,1
5765,9225969,20680657,7,4,1
5780,6302678,20680657,7,4,1
5818,20680657,22486940,7,4,1
5829,2086684,20680657,7,4,1
5899,6302678,17583193,7,4,1
5918,5405559,17583193,7,4,1
6085,2067794,10479536,7,4,1
6115,2067794,9066291,7,4,0
6165,2067794,8359774,7,4,1
6192,2067794,12646326,7,4,1
6196,4449697,12483251,7,4,0
6221,4272289,4449697,7,4,1
6240,878123,4449697,7,4,0
6245,4449697,22486941,7,4,1
6262,4449697,10606028,7,4,1
6288,4449697,21273055,7,4,1
6302,4449697,6963063,7,4,1
6310,4449697,20660203,7,4,1
6323,521113,21273053,7,4,1
6350,521113,8794510,7,4,0
6513,3673682,8054454,7,4,0
6567,12483251,17630907,7,4,1
6585,6622146,12483251,7,4,1
6609,10598170,12483251,7,4,0
6766,9225969,15568623,7,4,1
6781,6302678,15568623,7,4,1
7145,10479536,15609433,7,4,0
7149,6016307,10479536,7,4,1
7156,10479536,21273057,7,4,0
7182,10479536,22486941,7,4,0
7190,10479536,21273052,7,4,1
7248,15609433,17985016,7,4,0
7251,11939522,15609433,7,4,1
7258,11374801,15609433,7,4,1
7283,4860089,15609433,7,4,1
7339,17630906,17985016,7,4,1
7343,17630906,21273057,7,4,1
7352,477320,17630906,7,4,1
7357,9225969,17630906,7,4,1
7406,8359774,17630906,7,4,1
7421,8786313,17630906,7,4,1
7440,529986,19972831,7,4,0
7466,19972831,21100204,7,4,0
7474,16123665,19972831,7,4,1
7476,13696846,19972831,7,4,1
7493,19972831,22888751,7,4,1
7533,8166293,21779336,7,4,1
7537,3198237,8166293,7,4,1
7542,8166293,17583188,7,4,1
7551,7227330,8166293,7,4,1
7581,6480424,8166293,7,4,1
7596,8166293,22486940,7,4,1
7609,8166293,11371499,7,4,1
7621,8166293,20181656,7,4,0
7633,529986,6016307,7,4,1
7640,6016307,7041871,7,4,0
7674,6016307,22326008,7,4,0
7690,6016307,22888751,7,4,1
7691,6016307,16064530,7,4,1
7703,6016307,10598170,7,4,1
7710,6016307,13243880,7,4,1
7712,6016307,8786313,7,4,0
7727,7635628,17630910,7,4,1
7728,7635628,21273057,7,4,1
7733,7635628,15195064,7,4,1
7775,120983,7635628,7,4,0
7790,7635628,21273055,7,4,1
7913,7041871,17985016,7,4,1
7941,17985016,21273052,7,4,1
7945,16123665,17985016,7,4,1
7970,8359774,17985016,7,4,1
7995,3365958,17985016,7,4,1
8027,15609432,21273053,7,4,1
8038,13799349,21273053,7,4,1
8073,14132423,21273053,7,4,1
8074,2086684,21273053,7,4,0
8091,11939522,22135738,7,4,1
8120,21100204,22135738,7,4,1
8126,16123665,22135738,7,4,1
8174,529986,11939522,7,4,1
8213,11939522,16123665,7,4,1
8217,6925921,11939522,7,4,0
8222,11939522,15757836,7,4,0
8227,120983,11939522,7,4,1
8237,10174628,11939522,7,4,0
8250,2086684,11939522,7,4,1
8254,11939522,16375558,7,4,1
8262,8054454,11939522,7,4,1
8271,17630910,21779336,7,4,1
8290,878123,17630910,7,4,1
8312,5405559,17630910,7,4,1
8361,529986,21273057,7,4,1
8404,5405559,21273057,7,4,1
8657,529986,22026286,7,4,1
8751,6622146,21779336,7,4,1
8757,120983,21779336,7,4,1
8772,7327761,21779336,7,4,1
8812,7227330,11374801,7,4,1
8818,11374801,12065181,7,4,1
8841,11374801,15757836,7,4,1
8846,120983,11374801,7,4,1
8852,11374801,16064530,7,4,1
8870,11374801,22137813,7,4,0
8888,4272289,7041871,7,4,1
8900,878123,4272289,7,4,0
8906,4272289,21100204,7,4,1
8916,4272289,6925921,7,4,1
8935,4272289,7327761,7,4,1
8973,15195064,21100204,7,4,1
8981,6972162,15195064,7,4,1
8987,6622146,15195064,7,4,1
9017,15195064,16375558,7,4,1
9031,3198237,9225969,7,4,1
9052,3198237,21273056,7,4,1
9078,3198237,8359774,7,4,1
9092,3198237,13243880,7,4,0
9116,477320,3338750,7,4,1
9159,477320,21273055,7,4,1
9215,5405559,7041871,7,4,1
9244,7041871,21273059,7,4,1
9421,17583188,22307690,7,4,0
9441,17583188,21273052,7,4,1
9473,11892804,17583188,7,4,1
9481,17583188,21273059,7,4,1
9496,17583188,20181656,7,4,0
9525,5405559,9225969,7,4,1
9540,9225969,21273051,7,4,1
9548,9225969,22137813,7,4,1
9549,9225969,13243880,7,4,0
9567,81754,6302678,7,4,0
9582,81754,6925921,7,4,1
9583,81754,10606028,7,4,1
9587,81754,15757836,7,4,1
9620,81754,20660203,7,4,1
9704,7227330,9066291,7,4,1
9714,8794510,9066291,7,4,1
9735,1363,9066291,7,4,1
9741,9066291,16064530,7,4,0
9752,9066291,10598170,7,4,0
9755,2086684,9066291,7,4,1
9816,8359774,22307690,7,4,1
10100,7227330,10598170,7,4,1
10108,7227330,13243880,7,4,1
10192,22486941,23089693,7,4,0
10196,21100204,23089693,7,4,1
10212,6622146,23089693,7,4,1
10213,15757836,23089693,7,4,0
10224,16064530,23089693,7,4,0
10243,6963063,23089693,7,4,1
10251,878123,15609432,7,4,1
10265,878123,21273056,7,4,1
10292,878123,8359774,7,4,1
10296,878123,7327761,7,4,0
10298,878123,21273055,7,4,1
10331,15609432,21273056,7,4,1
10352,7327761,15609432,7,4,1
10435,12065181,12122419,7,4,1
10446,12065181,16123665,7,4,1
10500,6302678,22486941,7,4,1
10568,6925921,22486941,7,4,1
10590,22486940,22486941,7,4,0
10591,21273051,22486941,7,4,0
10723,2086684,17630907,7,4,0
10736,3365958,17630907,7,4,1
10737,17630907,20181656,7,4,0
10749,8794510,10606028,7,4,0
10765,8794510,22486940,7,4,1
10767,7327761,8794510,7,4,0
10797,10606028,21100204,7,4,1
10834,8786313,21100204,7,4,1
10858,4860089,5405559,7,4,0
10981,13799349,21273060,7,4,0
